2026-04-29 17:18:18,972 | INFO | main | Initializing database...
2026-06-04 16:06:35,311 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:06:35,311 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:06:35,328 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.72%, posts_this_week=0)
2026-06-04 16:06:35,332 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:06:35,332 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:06:35,332 | INFO | scheduler | No alerts — account performing normally
2026-06-04 16:06:35,333 | INFO | scheduler | Job complete
2026-06-04 16:06:35,334 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 16:06:35,407 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:06:37,362 | INFO | sync_service | Fetching account profile...
2026-06-04 16:06:38,040 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:06:38,699 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 1/3. Retrying in 1.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:06:40,304 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:06:40,960 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 2/3. Retrying in 2.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:06:43,570 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:06:44,148 | ERROR | meta_client | Operation 'get_profile_info' failed after 3 attempts: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:06:44,209 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:07:59,685 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 16:07:59,685 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 16:07:59,688 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-06-04 16:07:59,690 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:07:59,691 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-06-04 16:07:59,692 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:07:59,695 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:07:59,695 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:07:59,702 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.72%, posts_this_week=0)
2026-06-04 16:07:59,703 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:07:59,704 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:07:59,704 | INFO | scheduler | No alerts — account performing normally
2026-06-04 16:07:59,704 | INFO | scheduler | Job complete
2026-06-04 16:07:59,707 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 16:07:59,799 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:08:01,521 | INFO | sync_service | Fetching account profile...
2026-06-04 16:08:03,360 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:08:03,957 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 1/3. Retrying in 1.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:08:05,594 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:08:06,219 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 2/3. Retrying in 2.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:08:08,859 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:08:09,446 | ERROR | meta_client | Operation 'get_profile_info' failed after 3 attempts: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:08:09,520 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:08:36,996 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 16:08:36,997 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 16:08:36,999 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-06-04 16:08:37,000 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:08:37,001 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-06-04 16:08:37,003 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:08:37,005 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:08:37,005 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:08:37,010 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.72%, posts_this_week=0)
2026-06-04 16:08:37,013 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:08:37,013 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:08:37,014 | INFO | scheduler | No alerts — account performing normally
2026-06-04 16:08:37,014 | INFO | scheduler | Job complete
2026-06-04 16:08:37,015 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 16:08:37,082 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:08:39,064 | INFO | sync_service | Fetching account profile...
2026-06-04 16:08:39,650 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:08:40,266 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 1/3. Retrying in 1.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:08:41,875 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:08:42,538 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 2/3. Retrying in 2.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:08:45,155 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:08:45,709 | ERROR | meta_client | Operation 'get_profile_info' failed after 3 attempts: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:08:45,769 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:11:16,940 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 16:11:16,940 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 16:11:16,943 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-06-04 16:11:16,944 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:11:16,946 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-06-04 16:11:16,948 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:11:16,950 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:11:16,950 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:11:16,969 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.72%, posts_this_week=0)
2026-06-04 16:11:16,971 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:11:16,971 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:11:16,971 | INFO | scheduler | No alerts — account performing normally
2026-06-04 16:11:16,972 | INFO | scheduler | Job complete
2026-06-04 16:11:16,973 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 16:11:16,978 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-06-04 16:11:16,979 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:11:16,981 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-06-04 16:11:16,984 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:11:16,984 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:11:16,985 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:11:16,987 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T16:11:16
2026-06-04 16:11:17,066 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:11:19,216 | INFO | sync_service | Fetching account profile...
2026-06-04 16:11:19,978 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:11:20,755 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 1/3. Retrying in 1.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:11:22,460 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:11:23,130 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 2/3. Retrying in 2.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:11:25,726 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:11:26,361 | ERROR | meta_client | Operation 'get_profile_info' failed after 3 attempts: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:11:26,423 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:13:18,374 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 16:13:18,375 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 16:13:18,378 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-06-04 16:13:18,379 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:13:18,382 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-06-04 16:13:18,383 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:13:18,384 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:13:18,385 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:13:18,404 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.72%, posts_this_week=0)
2026-06-04 16:13:18,406 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:13:18,406 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:13:18,407 | INFO | scheduler | No alerts — account performing normally
2026-06-04 16:13:18,407 | INFO | scheduler | Job complete
2026-06-04 16:13:18,408 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 16:13:18,497 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:13:20,757 | INFO | sync_service | Fetching account profile...
2026-06-04 16:13:21,360 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:13:22,044 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 1/3. Retrying in 1.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:13:23,683 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:13:24,368 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 2/3. Retrying in 2.0s. Error: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:13:27,013 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 16:13:27,632 | ERROR | meta_client | Operation 'get_profile_info' failed after 3 attempts: Meta API error: Error validating access token: The session is invalid because the user logged out.
2026-06-04 16:13:27,700 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:17:29,815 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 16:17:29,816 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 16:17:29,818 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-06-04 16:17:29,819 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:17:29,821 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-06-04 16:17:29,823 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:17:29,824 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:17:29,824 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:17:29,832 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.72%, posts_this_week=0)
2026-06-04 16:17:29,833 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:17:29,834 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:17:29,834 | INFO | scheduler | No alerts — account performing normally
2026-06-04 16:17:29,835 | INFO | scheduler | Job complete
2026-06-04 16:17:29,837 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 16:17:29,845 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-06-04 16:17:29,847 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:17:29,848 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-06-04 16:17:29,850 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:17:29,852 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:17:29,852 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:17:29,853 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T16:17:29
2026-06-04 16:17:30,023 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:17:32,336 | INFO | sync_service | Fetching account profile...
2026-06-04 16:17:33,372 | INFO | sync_service | Fetching recent media...
2026-06-04 16:17:34,429 | INFO | sync_service | Retrieved 20 posts for account dentalb_ku
2026-06-04 16:17:34,440 | INFO | sync_service | Account saved: dentalb_ku (id=17841409576371357)
2026-06-04 16:17:34,441 | INFO | sync_service | Post saved: 18252569503306786
2026-06-04 16:17:34,441 | INFO | sync_service | Fetching insights for post: 18252569503306786
2026-06-04 16:17:35,144 | INFO | sync_service | Insights saved for post: 18252569503306786
2026-06-04 16:17:35,144 | INFO | sync_service | Post skipped (already exists): 17861066040071611
2026-06-04 16:17:35,145 | INFO | sync_service | Fetching insights for post: 17861066040071611
2026-06-04 16:17:35,901 | INFO | sync_service | Insights saved for post: 17861066040071611
2026-06-04 16:17:35,902 | INFO | sync_service | Post skipped (already exists): 17980298879439026
2026-06-04 16:17:35,902 | INFO | sync_service | Fetching insights for post: 17980298879439026
2026-06-04 16:17:36,650 | INFO | sync_service | Insights saved for post: 17980298879439026
2026-06-04 16:17:36,651 | INFO | sync_service | Post skipped (already exists): 18089855887321402
2026-06-04 16:17:36,651 | INFO | sync_service | Fetching insights for post: 18089855887321402
2026-06-04 16:17:37,723 | INFO | sync_service | Insights saved for post: 18089855887321402
2026-06-04 16:17:37,724 | INFO | sync_service | Post skipped (already exists): 17952055330919778
2026-06-04 16:17:37,724 | INFO | sync_service | Fetching insights for post: 17952055330919778
2026-06-04 16:17:38,453 | INFO | sync_service | Insights saved for post: 17952055330919778
2026-06-04 16:17:38,454 | INFO | sync_service | Post skipped (already exists): 17934954896160706
2026-06-04 16:17:38,455 | INFO | sync_service | Fetching insights for post: 17934954896160706
2026-06-04 16:17:39,192 | INFO | sync_service | Insights saved for post: 17934954896160706
2026-06-04 16:17:39,192 | INFO | sync_service | Post skipped (already exists): 17875588466701753
2026-06-04 16:17:39,193 | INFO | sync_service | Fetching insights for post: 17875588466701753
2026-06-04 16:17:40,152 | INFO | sync_service | Insights saved for post: 17875588466701753
2026-06-04 16:17:40,154 | INFO | sync_service | Post skipped (already exists): 18002804026445081
2026-06-04 16:17:40,154 | INFO | sync_service | Fetching insights for post: 18002804026445081
2026-06-04 16:17:40,990 | INFO | sync_service | Insights saved for post: 18002804026445081
2026-06-04 16:17:40,991 | INFO | sync_service | Post skipped (already exists): 17938966907132068
2026-06-04 16:17:40,992 | INFO | sync_service | Fetching insights for post: 17938966907132068
2026-06-04 16:17:41,776 | INFO | sync_service | Insights saved for post: 17938966907132068
2026-06-04 16:17:41,776 | INFO | sync_service | Post skipped (already exists): 18041639662331282
2026-06-04 16:17:41,777 | INFO | sync_service | Fetching insights for post: 18041639662331282
2026-06-04 16:17:42,584 | INFO | sync_service | Insights saved for post: 18041639662331282
2026-06-04 16:17:42,585 | INFO | sync_service | Post skipped (already exists): 18039320107337219
2026-06-04 16:17:42,585 | INFO | sync_service | Fetching insights for post: 18039320107337219
2026-06-04 16:17:43,404 | INFO | sync_service | Insights saved for post: 18039320107337219
2026-06-04 16:17:43,405 | INFO | sync_service | Post skipped (already exists): 18000092275392781
2026-06-04 16:17:43,405 | INFO | sync_service | Fetching insights for post: 18000092275392781
2026-06-04 16:17:45,089 | INFO | sync_service | Insights saved for post: 18000092275392781
2026-06-04 16:17:45,090 | INFO | sync_service | Post skipped (already exists): 17991685570458199
2026-06-04 16:17:45,091 | INFO | sync_service | Fetching insights for post: 17991685570458199
2026-06-04 16:17:45,896 | INFO | sync_service | Insights saved for post: 17991685570458199
2026-06-04 16:17:45,897 | INFO | sync_service | Post skipped (already exists): 17869210028581339
2026-06-04 16:17:45,897 | INFO | sync_service | Fetching insights for post: 17869210028581339
2026-06-04 16:17:46,679 | INFO | sync_service | Insights saved for post: 17869210028581339
2026-06-04 16:17:46,679 | INFO | sync_service | Post skipped (already exists): 18196052563098167
2026-06-04 16:17:46,680 | INFO | sync_service | Fetching insights for post: 18196052563098167
2026-06-04 16:17:47,501 | INFO | sync_service | Insights saved for post: 18196052563098167
2026-06-04 16:17:47,501 | INFO | sync_service | Post skipped (already exists): 18237570082017449
2026-06-04 16:17:47,502 | INFO | sync_service | Fetching insights for post: 18237570082017449
2026-06-04 16:17:48,201 | INFO | sync_service | Insights saved for post: 18237570082017449
2026-06-04 16:17:48,202 | INFO | sync_service | Post skipped (already exists): 17979984439370368
2026-06-04 16:17:48,203 | INFO | sync_service | Fetching insights for post: 17979984439370368
2026-06-04 16:17:48,893 | INFO | sync_service | Insights saved for post: 17979984439370368
2026-06-04 16:17:48,894 | INFO | sync_service | Post skipped (already exists): 17886069884248214
2026-06-04 16:17:48,894 | INFO | sync_service | Fetching insights for post: 17886069884248214
2026-06-04 16:17:49,614 | INFO | sync_service | Insights saved for post: 17886069884248214
2026-06-04 16:17:49,615 | INFO | sync_service | Post skipped (already exists): 17873869571478679
2026-06-04 16:17:49,615 | INFO | sync_service | Fetching insights for post: 17873869571478679
2026-06-04 16:17:50,325 | INFO | sync_service | Insights saved for post: 17873869571478679
2026-06-04 16:17:50,326 | INFO | sync_service | Post skipped (already exists): 18114497440174052
2026-06-04 16:17:50,327 | INFO | sync_service | Fetching insights for post: 18114497440174052
2026-06-04 16:17:51,068 | INFO | sync_service | Insights saved for post: 18114497440174052
2026-06-04 16:17:51,083 | INFO | sync_service | Sync completed: account=dentalb_ku, posts_synced=1, insights_synced=20
2026-06-04 16:17:51,178 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 16:17:51,180 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:17:51,182 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 16:17:51,185 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:17:51,187 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:17:51,188 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:17:51,190 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T16:17:51
2026-06-04 16:17:51,249 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:18:14,432 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 16:18:14,438 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 16:18:14,439 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:18:14,440 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 16:18:14,443 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:18:14,446 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:18:14,446 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:18:14,451 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 16:18:14,454 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:18:14,454 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:18:14,512 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:20:39,286 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=30) returned 1 snapshots
2026-06-04 16:20:39,288 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=30) returned 1 snapshots
2026-06-04 16:20:47,264 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 16:20:47,267 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 16:20:47,268 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:20:47,269 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 16:20:47,270 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:20:47,272 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:20:47,273 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:20:47,290 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 16:20:47,292 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:20:47,292 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:20:47,298 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=30) returned 1 snapshots
2026-06-04 16:20:47,300 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=30) returned 1 snapshots
2026-06-04 16:20:52,957 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=7) returned 1 snapshots
2026-06-04 16:20:52,958 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=7) returned 1 snapshots
2026-06-04 16:20:54,574 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 16:20:54,578 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 16:20:54,580 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:20:54,581 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 16:20:54,584 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:20:54,585 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:20:54,585 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:20:54,603 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 16:20:54,605 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:20:54,605 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:20:54,610 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=7) returned 1 snapshots
2026-06-04 16:20:54,611 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=7) returned 1 snapshots
2026-06-04 16:20:59,199 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 16:20:59,204 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 16:20:59,207 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:20:59,210 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 16:20:59,212 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:20:59,213 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:20:59,213 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 16:20:59,218 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 16:20:59,219 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 16:20:59,219 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 16:20:59,226 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=7) returned 1 snapshots
2026-06-04 16:20:59,227 | INFO | trend_analysis | get_performance_trend(17841409576371357, days=7) returned 1 snapshots
2026-06-04 16:22:48,293 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 16:22:48,296 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 16:22:48,298 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:22:48,300 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:23:01,340 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 16:23:01,342 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 16:23:01,343 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:23:01,348 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 16:23:02,874 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:25:19,162 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 16:25:23,672 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 16:25:23,674 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 16:25:23,675 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 16:25:23,676 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 16:25:23,677 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
